pop xdeg xmin xsec xdir ydeg ymin ysec ydir commune province
21 74 00 15 W 18 27 45 N BEAUMONT GRANDE_ANSE
28 73 59 45 W 18 27 45 N BEAUMONT GRANDE_ANSE
260 73 59 15 W 18 27 45 N BEAUMONT GRANDE_ANSE
5 74 02 15 W 18 27 15 N BEAUMONT GRANDE_ANSE
17 74 01 45 W 18 27 15 N BEAUMONT GRANDE_ANSE
1011 74 01 15 W 18 27 15 N BEAUMONT GRANDE_ANSE
7 74 00 45 W 18 27 15 N BEAUMONT GRANDE_ANSE
9 74 00 15 W 18 27 15 N BEAUMONT GRANDE_ANSE
18 73 59 45 W 18 27 15 N BEAUMONT GRANDE_ANSE
7 73 59 15 W 18 27 15 N BEAUMONT GRANDE_ANSE
5 74 01 45 W 18 26 45 N BEAUMONT GRANDE_ANSE
6 74 01 15 W 18 26 45 N BEAUMONT GRANDE_ANSE
10 74 00 45 W 18 26 45 N BEAUMONT GRANDE_ANSE
16 74 00 15 W 18 26 45 N BEAUMONT GRANDE_ANSE
45 73 59 45 W 18 26 45 N BEAUMONT GRANDE_ANSE
28 74 01 45 W 18 26 15 N BEAUMONT GRANDE_ANSE
3 74 01 15 W 18 26 15 N BEAUMONT GRANDE_ANSE
8 74 00 45 W 18 26 15 N BEAUMONT GRANDE_ANSE
110 74 00 15 W 18 26 15 N BEAUMONT GRANDE_ANSE
11 73 59 45 W 18 26 15 N BEAUMONT GRANDE_ANSE
341 74 01 15 W 18 25 45 N BEAUMONT GRANDE_ANSE
24 74 00 45 W 18 25 45 N BEAUMONT GRANDE_ANSE
7 74 00 15 W 18 25 45 N BEAUMONT GRANDE_ANSE
21 74 01 45 W 18 25 15 N BEAUMONT GRANDE_ANSE
8 74 01 15 W 18 25 15 N BEAUMONT GRANDE_ANSE
170 74 00 45 W 18 25 15 N BEAUMONT GRANDE_ANSE
11 74 00 15 W 18 25 15 N BEAUMONT GRANDE_ANSE
22 73 59 45 W 18 25 15 N BEAUMONT GRANDE_ANSE
16 74 01 45 W 18 24 45 N BEAUMONT GRANDE_ANSE
84 74 01 15 W 18 24 45 N BEAUMONT GRANDE_ANSE
61 74 00 45 W 18 24 45 N BEAUMONT GRANDE_ANSE
7 74 00 15 W 18 24 45 N BEAUMONT GRANDE_ANSE
5 74 01 45 W 18 24 15 N BEAUMONT GRANDE_ANSE
5 74 01 15 W 18 24 15 N BEAUMONT GRANDE_ANSE
48 74 00 45 W 18 24 15 N BEAUMONT GRANDE_ANSE
22 74 00 15 W 18 24 15 N BEAUMONT GRANDE_ANSE
5 74 02 15 W 18 23 45 N BEAUMONT GRANDE_ANSE
5 74 01 45 W 18 23 45 N BEAUMONT GRANDE_ANSE
5 74 01 15 W 18 23 45 N BEAUMONT GRANDE_ANSE
14 74 00 45 W 18 23 45 N BEAUMONT GRANDE_ANSE
44 74 00 15 W 18 23 45 N BEAUMONT GRANDE_ANSE
10 74 01 45 W 18 23 15 N BEAUMONT GRANDE_ANSE
4 74 01 15 W 18 23 15 N BEAUMONT GRANDE_ANSE
28 74 00 45 W 18 23 15 N BEAUMONT GRANDE_ANSE
7 74 00 15 W 18 23 15 N BEAUMONT GRANDE_ANSE
164 74 27 15 W 18 28 45 N ANSE-D'AINAULT GRANDE_ANSE
100 74 26 45 W 18 28 45 N ANSE-D'AINAULT GRANDE_ANSE
25 74 25 15 W 18 28 45 N ANSE-D'AINAULT GRANDE_ANSE
19 74 24 45 W 18 28 45 N ANSE-D'AINAULT GRANDE_ANSE
50 74 23 45 W 18 28 45 N ANSE-D'AINAULT GRANDE_ANSE
9 74 27 15 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
372 74 26 45 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
11 74 26 15 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
2206 74 25 45 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
149 74 25 15 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
9 74 24 45 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
19 74 24 15 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
3 74 23 45 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
81 74 23 15 W 18 28 15 N ANSE-D'AINAULT GRANDE_ANSE
0 74 27 45 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
40 74 27 15 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
19 74 26 45 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
376 74 26 15 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
26 74 25 45 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
18 74 25 15 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
231 74 24 45 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
3 74 24 15 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
17 74 23 45 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
75 74 23 15 W 18 27 45 N ANSE-D'AINAULT GRANDE_ANSE
50 74 27 45 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
20 74 27 15 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
13 74 26 45 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
25 74 26 15 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
11 74 25 15 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
271 74 24 45 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
6 74 24 15 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
13 74 23 45 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
35 74 23 15 W 18 27 15 N ANSE-D'AINAULT GRANDE_ANSE
100 73 54 45 W 18 28 15 N PESTEL GRANDE_ANSE
19 73 54 15 W 18 28 15 N PESTEL GRANDE_ANSE
66 73 53 45 W 18 28 15 N PESTEL GRANDE_ANSE
247 73 55 15 W 18 27 45 N PESTEL GRANDE_ANSE
123 73 54 45 W 18 27 45 N PESTEL GRANDE_ANSE
21 73 54 15 W 18 27 45 N PESTEL GRANDE_ANSE
302 73 53 45 W 18 27 45 N PESTEL GRANDE_ANSE
22 73 53 15 W 18 27 45 N PESTEL GRANDE_ANSE
36 73 55 45 W 18 27 15 N PESTEL GRANDE_ANSE
82 73 55 15 W 18 27 15 N PESTEL GRANDE_ANSE
280 73 54 45 W 18 27 15 N PESTEL GRANDE_ANSE
1868 73 54 15 W 18 27 15 N PESTEL GRANDE_ANSE
21 73 53 45 W 18 27 15 N PESTEL GRANDE_ANSE
36 73 53 15 W 18 27 15 N PESTEL GRANDE_ANSE
95 73 52 45 W 18 27 15 N PESTEL GRANDE_ANSE
411 73 52 15 W 18 27 15 N PESTEL GRANDE_ANSE
28 73 55 45 W 18 26 45 N PESTEL GRANDE_ANSE
21 73 55 15 W 18 26 45 N PESTEL GRANDE_ANSE
21 73 54 45 W 18 26 45 N PESTEL GRANDE_ANSE
166 73 54 15 W 18 26 45 N PESTEL GRANDE_ANSE
49 73 53 45 W 18 26 45 N PESTEL GRANDE_ANSE
36 73 53 15 W 18 26 45 N PESTEL GRANDE_ANSE
70 73 52 45 W 18 26 45 N PESTEL GRANDE_ANSE
11 73 52 15 W 18 26 45 N PESTEL GRANDE_ANSE
18 73 55 45 W 18 26 15 N PESTEL GRANDE_ANSE
11 73 55 15 W 18 26 15 N PESTEL GRANDE_ANSE
206 73 54 45 W 18 26 15 N PESTEL GRANDE_ANSE
185 73 54 15 W 18 26 15 N PESTEL GRANDE_ANSE
26 73 53 45 W 18 26 15 N PESTEL GRANDE_ANSE
13 73 53 15 W 18 26 15 N PESTEL GRANDE_ANSE
129 73 52 45 W 18 26 15 N PESTEL GRANDE_ANSE
14 73 52 15 W 18 26 15 N PESTEL GRANDE_ANSE
9 73 55 45 W 18 25 45 N PESTEL GRANDE_ANSE
11 73 55 15 W 18 25 45 N PESTEL GRANDE_ANSE
28 73 54 45 W 18 25 45 N PESTEL GRANDE_ANSE
1530 73 54 15 W 18 25 45 N PESTEL GRANDE_ANSE
15 73 53 45 W 18 25 45 N PESTEL GRANDE_ANSE
12 73 53 15 W 18 25 45 N PESTEL GRANDE_ANSE
93 73 52 45 W 18 25 45 N PESTEL GRANDE_ANSE
36 73 52 15 W 18 25 45 N PESTEL GRANDE_ANSE
36 73 55 45 W 18 25 15 N PESTEL GRANDE_ANSE
93 73 55 15 W 18 25 15 N PESTEL GRANDE_ANSE
93 73 54 45 W 18 25 15 N PESTEL GRANDE_ANSE
37 73 54 15 W 18 25 15 N PESTEL GRANDE_ANSE
21 73 53 45 W 18 25 15 N PESTEL GRANDE_ANSE
28 73 53 15 W 18 25 15 N PESTEL GRANDE_ANSE
18 73 52 45 W 18 25 15 N PESTEL GRANDE_ANSE
36 73 52 15 W 18 25 15 N PESTEL GRANDE_ANSE
2 73 51 45 W 18 25 15 N PESTEL GRANDE_ANSE
16 73 56 15 W 18 24 45 N PESTEL GRANDE_ANSE
12 73 55 45 W 18 24 45 N PESTEL GRANDE_ANSE
15 73 55 15 W 18 24 45 N PESTEL GRANDE_ANSE
4 73 54 45 W 18 24 45 N PESTEL GRANDE_ANSE
242 73 54 15 W 18 24 45 N PESTEL GRANDE_ANSE
133 73 53 45 W 18 24 45 N PESTEL GRANDE_ANSE
2756 73 53 15 W 18 24 45 N PESTEL GRANDE_ANSE
589 73 52 45 W 18 24 45 N PESTEL GRANDE_ANSE
33 73 52 15 W 18 24 45 N PESTEL GRANDE_ANSE
8 73 51 45 W 18 24 45 N PESTEL GRANDE_ANSE
49 73 56 15 W 18 24 15 N PESTEL GRANDE_ANSE
74 73 55 45 W 18 24 15 N PESTEL GRANDE_ANSE
8 73 55 15 W 18 24 15 N PESTEL GRANDE_ANSE
46 73 54 45 W 18 24 15 N PESTEL GRANDE_ANSE
25 73 54 15 W 18 24 15 N PESTEL GRANDE_ANSE
16 73 53 45 W 18 24 15 N PESTEL GRANDE_ANSE
51 73 55 15 W 18 23 45 N PESTEL GRANDE_ANSE
10 73 54 45 W 18 23 45 N PESTEL GRANDE_ANSE
62 73 55 45 W 18 23 15 N PESTEL GRANDE_ANSE
21 73 55 15 W 18 23 15 N PESTEL GRANDE_ANSE
62 73 54 45 W 18 23 15 N PESTEL GRANDE_ANSE
49 73 55 45 W 18 22 45 N PESTEL GRANDE_ANSE
5 73 55 15 W 18 22 45 N PESTEL GRANDE_ANSE
63 73 54 45 W 18 22 45 N PESTEL GRANDE_ANSE
51 73 54 15 W 18 22 45 N PESTEL GRANDE_ANSE
0 73 56 15 W 18 22 15 N PESTEL GRANDE_ANSE
3 73 55 45 W 18 22 15 N PESTEL GRANDE_ANSE
6 73 55 15 W 18 22 15 N PESTEL GRANDE_ANSE
19 73 54 45 W 18 22 15 N PESTEL GRANDE_ANSE
5 73 54 15 W 18 22 15 N PESTEL GRANDE_ANSE
2 73 53 45 W 18 22 15 N PESTEL GRANDE_ANSE
9 73 02 45 W 18 27 45 N PETIT-GOAVE OUEST
10 73 02 15 W 18 27 45 N PETIT-GOAVE OUEST
7 73 01 45 W 18 27 45 N PETIT-GOAVE OUEST
15 73 01 15 W 18 27 45 N PETIT-GOAVE OUEST
12 73 00 45 W 18 27 45 N PETIT-GOAVE OUEST
24 73 00 15 W 18 27 45 N PETIT-GOAVE OUEST
3 72 59 45 W 18 27 45 N PETIT-GOAVE OUEST
15 72 59 15 W 18 27 45 N PETIT-GOAVE OUEST
4 72 58 45 W 18 27 45 N PETIT-GOAVE OUEST
9 72 58 15 W 18 27 45 N PETIT-GOAVE OUEST
9 72 57 45 W 18 27 45 N PETIT-GOAVE OUEST
6 72 57 15 W 18 27 45 N PETIT-GOAVE OUEST
47 73 03 15 W 18 27 15 N PETIT-GOAVE OUEST
91 73 02 45 W 18 27 15 N PETIT-GOAVE OUEST
575 73 02 15 W 18 27 15 N PETIT-GOAVE OUEST
981 73 01 45 W 18 27 15 N PETIT-GOAVE OUEST
15 73 01 15 W 18 27 15 N PETIT-GOAVE OUEST
15 73 00 45 W 18 27 15 N PETIT-GOAVE OUEST
7 73 00 15 W 18 27 15 N PETIT-GOAVE OUEST
9 72 59 45 W 18 27 15 N PETIT-GOAVE OUEST
31 72 59 15 W 18 27 15 N PETIT-GOAVE OUEST
301 72 58 45 W 18 27 15 N PETIT-GOAVE OUEST
21 72 58 15 W 18 27 15 N PETIT-GOAVE OUEST
27 72 57 45 W 18 27 15 N PETIT-GOAVE OUEST
24 72 57 15 W 18 27 15 N PETIT-GOAVE OUEST
3 72 56 45 W 18 27 15 N PETIT-GOAVE OUEST
3 72 56 15 W 18 27 15 N PETIT-GOAVE OUEST
183 72 55 45 W 18 27 15 N PETIT-GOAVE OUEST
0 72 55 15 W 18 27 15 N PETIT-GOAVE OUEST
68 73 02 45 W 18 26 45 N PETIT-GOAVE OUEST
109 73 02 15 W 18 26 45 N PETIT-GOAVE OUEST
88 72 59 45 W 18 26 45 N PETIT-GOAVE OUEST
56 72 59 15 W 18 26 45 N PETIT-GOAVE OUEST
21 72 58 45 W 18 26 45 N PETIT-GOAVE OUEST
56 72 58 15 W 18 26 45 N PETIT-GOAVE OUEST
56 72 57 45 W 18 26 45 N PETIT-GOAVE OUEST
56 72 57 15 W 18 26 45 N PETIT-GOAVE OUEST
15 72 56 45 W 18 26 45 N PETIT-GOAVE OUEST
9 72 56 15 W 18 26 45 N PETIT-GOAVE OUEST
9 72 55 45 W 18 26 45 N PETIT-GOAVE OUEST
7 72 55 15 W 18 26 45 N PETIT-GOAVE OUEST
29 72 54 45 W 18 26 45 N PETIT-GOAVE OUEST
15 72 54 15 W 18 26 45 N PETIT-GOAVE OUEST
15 72 53 45 W 18 26 45 N PETIT-GOAVE OUEST
100 72 36 15 W 18 27 45 N LEOGANE OUEST
294 72 37 15 W 18 27 15 N LEOGANE OUEST
127 72 36 45 W 18 27 15 N LEOGANE OUEST
44 72 36 15 W 18 27 15 N LEOGANE OUEST
34 72 35 45 W 18 27 15 N LEOGANE OUEST
17 72 36 45 W 18 26 45 N LEOGANE OUEST
51 72 36 15 W 18 26 45 N LEOGANE OUEST
152 72 35 45 W 18 26 45 N LEOGANE OUEST
23 72 35 15 W 18 26 45 N LEOGANE OUEST
11 72 34 45 W 18 26 45 N LEOGANE OUEST
103 72 34 15 W 18 26 45 N LEOGANE OUEST
132 72 36 45 W 18 26 15 N LEOGANE OUEST
8 72 36 15 W 18 26 15 N LEOGANE OUEST
11 72 35 45 W 18 26 15 N LEOGANE OUEST
23 72 35 15 W 18 26 15 N LEOGANE OUEST
23 72 34 45 W 18 26 15 N LEOGANE OUEST
6 72 34 15 W 18 26 15 N LEOGANE OUEST
6 72 33 45 W 18 26 15 N LEOGANE OUEST
43 72 36 45 W 18 25 45 N LEOGANE OUEST
115 72 36 15 W 18 25 45 N LEOGANE OUEST
718 72 35 45 W 18 25 45 N LEOGANE OUEST
23 72 35 15 W 18 25 45 N LEOGANE OUEST
46 72 34 45 W 18 25 45 N LEOGANE OUEST
177 72 34 15 W 18 25 45 N LEOGANE OUEST
6 72 33 45 W 18 25 45 N LEOGANE OUEST
126 72 36 45 W 18 25 15 N LEOGANE OUEST
69 72 36 15 W 18 25 15 N LEOGANE OUEST
63 72 35 45 W 18 25 15 N LEOGANE OUEST
60 72 35 15 W 18 25 15 N LEOGANE OUEST
17 72 34 45 W 18 25 15 N LEOGANE OUEST
86 72 34 15 W 18 25 15 N LEOGANE OUEST
37 72 33 45 W 18 25 15 N LEOGANE OUEST
52 72 36 15 W 18 24 45 N LEOGANE OUEST
86 72 35 15 W 18 24 45 N LEOGANE OUEST
1775 72 34 45 W 18 24 45 N LEOGANE OUEST
0 71 52 45 W 18 26 45 N FONDS-VERRETTES OUEST
6 71 54 15 W 18 26 15 N FONDS-VERRETTES OUEST
4 71 53 45 W 18 26 15 N FONDS-VERRETTES OUEST
2 71 53 15 W 18 26 15 N FONDS-VERRETTES OUEST
2 71 52 45 W 18 26 15 N FONDS-VERRETTES OUEST
2 71 52 15 W 18 26 15 N FONDS-VERRETTES OUEST
5 71 51 45 W 18 26 15 N FONDS-VERRETTES OUEST
16 71 54 45 W 18 25 45 N FONDS-VERRETTES OUEST
73 71 54 15 W 18 25 45 N FONDS-VERRETTES OUEST
41 71 53 45 W 18 25 45 N FONDS-VERRETTES OUEST
3 71 53 15 W 18 25 45 N FONDS-VERRETTES OUEST
105 71 52 45 W 18 25 45 N FONDS-VERRETTES OUEST
6 71 52 15 W 18 25 45 N FONDS-VERRETTES OUEST
6 71 51 45 W 18 25 45 N FONDS-VERRETTES OUEST
12 71 51 15 W 18 25 45 N FONDS-VERRETTES OUEST
12 71 50 45 W 18 25 45 N FONDS-VERRETTES OUEST
61 71 55 15 W 18 25 15 N FONDS-VERRETTES OUEST
36 71 54 45 W 18 25 15 N FONDS-VERRETTES OUEST
102 71 54 15 W 18 25 15 N FONDS-VERRETTES OUEST
185 71 53 45 W 18 25 15 N FONDS-VERRETTES OUEST
73 71 53 15 W 18 25 15 N FONDS-VERRETTES OUEST
73 71 52 45 W 18 25 15 N FONDS-VERRETTES OUEST
28 71 52 15 W 18 25 15 N FONDS-VERRETTES OUEST
61 71 51 45 W 18 25 15 N FONDS-VERRETTES OUEST
632 71 51 15 W 18 25 15 N FONDS-VERRETTES OUEST
4 71 50 45 W 18 25 15 N FONDS-VERRETTES OUEST
13 71 55 45 W 18 24 45 N FONDS-VERRETTES OUEST
49 71 55 15 W 18 24 45 N FONDS-VERRETTES OUEST
56 71 54 45 W 18 24 45 N FONDS-VERRETTES OUEST
83 71 54 15 W 18 24 45 N FONDS-VERRETTES OUEST
109 71 53 45 W 18 24 45 N FONDS-VERRETTES OUEST
146 71 53 15 W 18 24 45 N FONDS-VERRETTES OUEST
168 71 52 45 W 18 24 45 N FONDS-VERRETTES OUEST
83 71 52 15 W 18 24 45 N FONDS-VERRETTES OUEST
73 71 51 45 W 18 24 45 N FONDS-VERRETTES OUEST
23 71 51 15 W 18 24 45 N FONDS-VERRETTES OUEST
6 71 50 45 W 18 24 45 N FONDS-VERRETTES OUEST
12 71 50 15 W 18 24 45 N FONDS-VERRETTES OUEST
4 71 55 45 W 18 24 15 N FONDS-VERRETTES OUEST
6 71 55 15 W 18 24 15 N FONDS-VERRETTES OUEST
6 71 54 45 W 18 24 15 N FONDS-VERRETTES OUEST
63 71 54 15 W 18 24 15 N FONDS-VERRETTES OUEST
83 71 53 45 W 18 24 15 N FONDS-VERRETTES OUEST
46 71 53 15 W 18 24 15 N FONDS-VERRETTES OUEST
109 71 52 45 W 18 24 15 N FONDS-VERRETTES OUEST
221 71 52 15 W 18 24 15 N FONDS-VERRETTES OUEST
134 71 51 45 W 18 24 15 N FONDS-VERRETTES OUEST
246 71 51 15 W 18 24 15 N FONDS-VERRETTES OUEST
92 71 50 45 W 18 24 15 N FONDS-VERRETTES OUEST
6 71 50 15 W 18 24 15 N FONDS-VERRETTES OUEST
4 71 55 45 W 18 23 45 N FONDS-VERRETTES OUEST
12 71 55 15 W 18 23 45 N FONDS-VERRETTES OUEST
18 71 54 45 W 18 23 45 N FONDS-VERRETTES OUEST
12 71 54 15 W 18 23 45 N FONDS-VERRETTES OUEST
28 71 53 45 W 18 23 45 N FONDS-VERRETTES OUEST
63 71 53 15 W 18 23 45 N FONDS-VERRETTES OUEST
73 71 52 45 W 18 23 45 N FONDS-VERRETTES OUEST
92 71 52 15 W 18 23 45 N FONDS-VERRETTES OUEST
146 71 51 45 W 18 23 45 N FONDS-VERRETTES OUEST
1827 71 51 15 W 18 23 45 N FONDS-VERRETTES OUEST
139 71 50 45 W 18 23 45 N FONDS-VERRETTES OUEST
63 71 50 15 W 18 23 45 N FONDS-VERRETTES OUEST
10 71 49 45 W 18 23 45 N FONDS-VERRETTES OUEST
2 71 49 15 W 18 23 45 N FONDS-VERRETTES OUEST
7 71 48 45 W 18 23 45 N FONDS-VERRETTES OUEST
8 71 56 15 W 18 23 15 N FONDS-VERRETTES OUEST
10 71 55 45 W 18 23 15 N FONDS-VERRETTES OUEST
61 71 55 15 W 18 23 15 N FONDS-VERRETTES OUEST
0 71 54 45 W 18 23 15 N FONDS-VERRETTES OUEST
36 71 54 15 W 18 23 15 N FONDS-VERRETTES OUEST
36 71 53 45 W 18 23 15 N FONDS-VERRETTES OUEST
36 71 53 15 W 18 23 15 N FONDS-VERRETTES OUEST
46 71 52 45 W 18 23 15 N FONDS-VERRETTES OUEST
54 71 52 15 W 18 23 15 N FONDS-VERRETTES OUEST
83 71 51 45 W 18 23 15 N FONDS-VERRETTES OUEST
185 71 51 15 W 18 23 15 N FONDS-VERRETTES OUEST
146 71 50 45 W 18 23 15 N FONDS-VERRETTES OUEST
122 71 50 15 W 18 23 15 N FONDS-VERRETTES OUEST
61 71 49 45 W 18 23 15 N FONDS-VERRETTES OUEST
24 71 49 15 W 18 23 15 N FONDS-VERRETTES OUEST
11 71 48 45 W 18 23 15 N FONDS-VERRETTES OUEST
6 71 48 15 W 18 23 15 N FONDS-VERRETTES OUEST
30 71 55 45 W 18 22 45 N FONDS-VERRETTES OUEST
7 71 55 15 W 18 22 45 N FONDS-VERRETTES OUEST
88 71 54 45 W 18 22 45 N FONDS-VERRETTES OUEST
117 71 54 15 W 18 22 45 N FONDS-VERRETTES OUEST
56 71 53 45 W 18 22 45 N FONDS-VERRETTES OUEST
24 71 53 15 W 18 22 45 N FONDS-VERRETTES OUEST
24 71 52 45 W 18 22 45 N FONDS-VERRETTES OUEST
12 71 52 15 W 18 22 45 N FONDS-VERRETTES OUEST
22 71 51 45 W 18 22 45 N FONDS-VERRETTES OUEST
24 71 51 15 W 18 22 45 N FONDS-VERRETTES OUEST
168 71 50 45 W 18 22 45 N FONDS-VERRETTES OUEST
185 71 50 15 W 18 22 45 N FONDS-VERRETTES OUEST
55 71 49 45 W 18 22 45 N FONDS-VERRETTES OUEST
109 71 49 15 W 18 22 45 N FONDS-VERRETTES OUEST
29 71 48 45 W 18 22 45 N FONDS-VERRETTES OUEST
7 71 48 15 W 18 22 45 N FONDS-VERRETTES OUEST
1 71 47 45 W 18 22 45 N FONDS-VERRETTES OUEST
51 71 55 45 W 18 22 15 N FONDS-VERRETTES OUEST
10 71 55 15 W 18 22 15 N FONDS-VERRETTES OUEST
24 71 54 45 W 18 22 15 N FONDS-VERRETTES OUEST
88 71 54 15 W 18 22 15 N FONDS-VERRETTES OUEST
7 71 53 45 W 18 22 15 N FONDS-VERRETTES OUEST
73 71 53 15 W 18 22 15 N FONDS-VERRETTES OUEST
73 71 52 45 W 18 22 15 N FONDS-VERRETTES OUEST
56 71 52 15 W 18 22 15 N FONDS-VERRETTES OUEST
36 71 51 45 W 18 22 15 N FONDS-VERRETTES OUEST
11 71 51 15 W 18 22 15 N FONDS-VERRETTES OUEST
36 71 50 45 W 18 22 15 N FONDS-VERRETTES OUEST
36 71 50 15 W 18 22 15 N FONDS-VERRETTES OUEST
41 71 49 45 W 18 22 15 N FONDS-VERRETTES OUEST
55 71 49 15 W 18 22 15 N FONDS-VERRETTES OUEST
1370 71 48 45 W 18 22 15 N FONDS-VERRETTES OUEST
83 71 48 15 W 18 22 15 N FONDS-VERRETTES OUEST
24 71 47 45 W 18 22 15 N FONDS-VERRETTES OUEST
14 71 47 15 W 18 22 15 N FONDS-VERRETTES OUEST
9 71 46 45 W 18 22 15 N FONDS-VERRETTES OUEST
10 71 55 15 W 18 21 45 N FONDS-VERRETTES OUEST
7 71 54 45 W 18 21 45 N FONDS-VERRETTES OUEST
117 71 54 15 W 18 21 45 N FONDS-VERRETTES OUEST
234 71 53 45 W 18 21 45 N FONDS-VERRETTES OUEST
146 71 53 15 W 18 21 45 N FONDS-VERRETTES OUEST
168 71 52 45 W 18 21 45 N FONDS-VERRETTES OUEST
83 71 52 15 W 18 21 45 N FONDS-VERRETTES OUEST
1214 71 51 45 W 18 21 45 N FONDS-VERRETTES OUEST
28 71 51 15 W 18 21 45 N FONDS-VERRETTES OUEST
18 71 50 45 W 18 21 45 N FONDS-VERRETTES OUEST
30 71 50 15 W 18 21 45 N FONDS-VERRETTES OUEST
36 71 49 45 W 18 21 45 N FONDS-VERRETTES OUEST
73 71 49 15 W 18 21 45 N FONDS-VERRETTES OUEST
18 71 48 45 W 18 21 45 N FONDS-VERRETTES OUEST
12 71 48 15 W 18 21 45 N FONDS-VERRETTES OUEST
10 71 47 45 W 18 21 45 N FONDS-VERRETTES OUEST
12 71 47 15 W 18 21 45 N FONDS-VERRETTES OUEST
8 71 46 45 W 18 21 45 N FONDS-VERRETTES OUEST
16 71 46 15 W 18 21 45 N FONDS-VERRETTES OUEST
834 71 45 45 W 18 21 45 N FONDS-VERRETTES OUEST
41 71 45 15 W 18 21 45 N FONDS-VERRETTES OUEST
40 71 55 45 W 18 21 15 N FONDS-VERRETTES OUEST
88 71 55 15 W 18 21 15 N FONDS-VERRETTES OUEST
146 71 54 45 W 18 21 15 N FONDS-VERRETTES OUEST
146 71 54 15 W 18 21 15 N FONDS-VERRETTES OUEST
27 71 53 45 W 18 21 15 N FONDS-VERRETTES OUEST
146 71 53 15 W 18 21 15 N FONDS-VERRETTES OUEST
117 71 52 45 W 18 21 15 N FONDS-VERRETTES OUEST
146 71 52 15 W 18 21 15 N FONDS-VERRETTES OUEST
73 71 51 45 W 18 21 15 N FONDS-VERRETTES OUEST
78 71 51 15 W 18 21 15 N FONDS-VERRETTES OUEST
36 71 50 45 W 18 21 15 N FONDS-VERRETTES OUEST
88 71 50 15 W 18 21 15 N FONDS-VERRETTES OUEST
92 71 49 45 W 18 21 15 N FONDS-VERRETTES OUEST
367 71 49 15 W 18 21 15 N FONDS-VERRETTES OUEST
146 71 48 45 W 18 21 15 N FONDS-VERRETTES OUEST
73 71 48 15 W 18 21 15 N FONDS-VERRETTES OUEST
56 71 47 45 W 18 21 15 N FONDS-VERRETTES OUEST
8 71 47 15 W 18 21 15 N FONDS-VERRETTES OUEST
6 71 46 45 W 18 21 15 N FONDS-VERRETTES OUEST
2 71 46 15 W 18 21 15 N FONDS-VERRETTES OUEST
12 71 45 45 W 18 21 15 N FONDS-VERRETTES OUEST
18 71 45 15 W 18 21 15 N FONDS-VERRETTES OUEST
418 71 44 45 W 18 21 15 N FONDS-VERRETTES OUEST
24 71 44 15 W 18 21 15 N FONDS-VERRETTES OUEST
17 71 57 45 W 18 20 45 N FONDS-VERRETTES OUEST
1 71 57 15 W 18 20 45 N FONDS-VERRETTES OUEST
6 71 56 45 W 18 20 45 N FONDS-VERRETTES OUEST
36 71 56 15 W 18 20 45 N FONDS-VERRETTES OUEST
19 71 55 45 W 18 20 45 N FONDS-VERRETTES OUEST
2 71 55 15 W 18 20 45 N FONDS-VERRETTES OUEST
5 71 54 45 W 18 20 45 N FONDS-VERRETTES OUEST
10 71 54 15 W 18 20 45 N FONDS-VERRETTES OUEST
88 71 53 45 W 18 20 45 N FONDS-VERRETTES OUEST
88 71 53 15 W 18 20 45 N FONDS-VERRETTES OUEST
88 71 52 45 W 18 20 45 N FONDS-VERRETTES OUEST
234 71 52 15 W 18 20 45 N FONDS-VERRETTES OUEST
168 71 51 45 W 18 20 45 N FONDS-VERRETTES OUEST
246 71 51 15 W 18 20 45 N FONDS-VERRETTES OUEST
122 71 50 45 W 18 20 45 N FONDS-VERRETTES OUEST
146 71 50 15 W 18 20 45 N FONDS-VERRETTES OUEST
204 71 49 45 W 18 20 45 N FONDS-VERRETTES OUEST
202 71 49 15 W 18 20 45 N FONDS-VERRETTES OUEST
73 71 48 45 W 18 20 45 N FONDS-VERRETTES OUEST
