pop xdeg xmin xsec xdir ydeg ymin ysec ydir commune province
11 71 56 15 W 19 33 45 N TERRIER_ROUGE NORD_EST
25 71 55 45 W 19 33 45 N TERRIER_ROUGE NORD_EST
58 71 55 15 W 19 33 45 N TERRIER_ROUGE NORD_EST
58 71 54 45 W 19 33 45 N TERRIER_ROUGE NORD_EST
9 71 54 15 W 19 33 45 N TERRIER_ROUGE NORD_EST
25 71 53 45 W 19 33 45 N TERRIER_ROUGE NORD_EST
134 71 53 15 W 19 33 45 N TERRIER_ROUGE NORD_EST
7 71 56 15 W 19 33 15 N TERRIER_ROUGE NORD_EST
1 71 55 45 W 19 33 15 N TERRIER_ROUGE NORD_EST
5 71 55 15 W 19 33 15 N TERRIER_ROUGE NORD_EST
5 71 54 45 W 19 33 15 N TERRIER_ROUGE NORD_EST
5 71 54 15 W 19 33 15 N TERRIER_ROUGE NORD_EST
28 71 53 45 W 19 33 15 N TERRIER_ROUGE NORD_EST
28 71 53 15 W 19 33 15 N TERRIER_ROUGE NORD_EST
23 71 55 45 W 19 32 45 N TERRIER_ROUGE NORD_EST
1 71 55 15 W 19 32 45 N TERRIER_ROUGE NORD_EST
5 71 54 45 W 19 32 45 N TERRIER_ROUGE NORD_EST
25 71 54 15 W 19 32 45 N TERRIER_ROUGE NORD_EST
4 71 53 45 W 19 32 45 N TERRIER_ROUGE NORD_EST
0 71 53 15 W 19 32 45 N TERRIER_ROUGE NORD_EST
29 71 54 45 W 19 32 15 N TERRIER_ROUGE NORD_EST
10 71 54 15 W 19 32 15 N TERRIER_ROUGE NORD_EST
4 71 53 45 W 19 32 15 N TERRIER_ROUGE NORD_EST
179 71 54 15 W 19 31 45 N TERRIER_ROUGE NORD_EST
7 72 44 45 W 20 03 45 N LA_TORTUE NORD_OUEST
1 72 44 15 W 20 03 45 N LA_TORTUE NORD_OUEST
13 72 44 45 W 20 03 15 N LA_TORTUE NORD_OUEST
13 72 44 15 W 20 03 15 N LA_TORTUE NORD_OUEST
23 72 43 45 W 20 03 15 N LA_TORTUE NORD_OUEST
6 72 43 15 W 20 03 15 N LA_TORTUE NORD_OUEST
1 72 42 45 W 20 03 15 N LA_TORTUE NORD_OUEST
22 72 44 45 W 20 02 45 N LA_TORTUE NORD_OUEST
18 72 44 15 W 20 02 45 N LA_TORTUE NORD_OUEST
27 72 43 45 W 20 02 45 N LA_TORTUE NORD_OUEST
32 72 43 15 W 20 02 45 N LA_TORTUE NORD_OUEST
5 72 42 45 W 20 02 45 N LA_TORTUE NORD_OUEST
6 72 42 15 W 20 02 45 N LA_TORTUE NORD_OUEST
4 72 41 45 W 20 02 45 N LA_TORTUE NORD_OUEST
1 72 41 15 W 20 02 45 N LA_TORTUE NORD_OUEST
1 72 40 45 W 20 02 45 N LA_TORTUE NORD_OUEST
7 72 44 45 W 20 02 15 N LA_TORTUE NORD_OUEST
28 72 44 15 W 20 02 15 N LA_TORTUE NORD_OUEST
56 72 43 45 W 20 02 15 N LA_TORTUE NORD_OUEST
44 72 43 15 W 20 02 15 N LA_TORTUE NORD_OUEST
15 72 42 45 W 20 02 15 N LA_TORTUE NORD_OUEST
3 72 42 15 W 20 02 15 N LA_TORTUE NORD_OUEST
5 72 41 45 W 20 02 15 N LA_TORTUE NORD_OUEST
4 72 41 15 W 20 02 15 N LA_TORTUE NORD_OUEST
3 72 40 45 W 20 02 15 N LA_TORTUE NORD_OUEST
4 72 40 15 W 20 02 15 N LA_TORTUE NORD_OUEST
44 72 44 45 W 20 01 45 N LA_TORTUE NORD_OUEST
89 72 44 15 W 20 01 45 N LA_TORTUE NORD_OUEST
542 72 43 45 W 20 01 45 N LA_TORTUE NORD_OUEST
44 72 43 15 W 20 01 45 N LA_TORTUE NORD_OUEST
44 72 42 45 W 20 01 45 N LA_TORTUE NORD_OUEST
15 72 42 15 W 20 01 45 N LA_TORTUE NORD_OUEST
3 72 41 45 W 20 01 45 N LA_TORTUE NORD_OUEST
4 72 41 15 W 20 01 45 N LA_TORTUE NORD_OUEST
5 72 40 45 W 20 01 45 N LA_TORTUE NORD_OUEST
4 72 40 15 W 20 01 45 N LA_TORTUE NORD_OUEST
7 72 39 45 W 20 01 45 N LA_TORTUE NORD_OUEST
2 72 39 15 W 20 01 45 N LA_TORTUE NORD_OUEST
5 72 45 15 W 20 01 15 N LA_TORTUE NORD_OUEST
7 72 44 45 W 20 01 15 N LA_TORTUE NORD_OUEST
39 72 44 15 W 20 01 15 N LA_TORTUE NORD_OUEST
553 72 43 45 W 20 01 15 N LA_TORTUE NORD_OUEST
183 72 43 15 W 20 01 15 N LA_TORTUE NORD_OUEST
542 72 42 45 W 20 01 15 N LA_TORTUE NORD_OUEST
27 72 42 15 W 20 01 15 N LA_TORTUE NORD_OUEST
27 72 41 45 W 20 01 15 N LA_TORTUE NORD_OUEST
15 72 41 15 W 20 01 15 N LA_TORTUE NORD_OUEST
6 72 40 45 W 20 01 15 N LA_TORTUE NORD_OUEST
5 72 40 15 W 20 01 15 N LA_TORTUE NORD_OUEST
13 72 39 45 W 20 01 15 N LA_TORTUE NORD_OUEST
7 72 39 15 W 20 01 15 N LA_TORTUE NORD_OUEST
3 72 38 45 W 20 01 15 N LA_TORTUE NORD_OUEST
2 72 45 15 W 20 00 45 N LA_TORTUE NORD_OUEST
1073 72 44 45 W 20 00 45 N LA_TORTUE NORD_OUEST
553 72 44 15 W 20 00 45 N LA_TORTUE NORD_OUEST
39 72 43 45 W 20 00 45 N LA_TORTUE NORD_OUEST
6 72 43 15 W 20 00 45 N LA_TORTUE NORD_OUEST
91 72 42 45 W 20 00 45 N LA_TORTUE NORD_OUEST
5 72 42 15 W 20 00 45 N LA_TORTUE NORD_OUEST
5 72 41 45 W 20 00 45 N LA_TORTUE NORD_OUEST
6 72 41 15 W 20 00 45 N LA_TORTUE NORD_OUEST
6 72 40 45 W 20 00 45 N LA_TORTUE NORD_OUEST
5 72 40 15 W 20 00 45 N LA_TORTUE NORD_OUEST
457 72 39 45 W 20 00 45 N LA_TORTUE NORD_OUEST
22 72 39 15 W 20 00 45 N LA_TORTUE NORD_OUEST
3 72 38 45 W 20 00 45 N LA_TORTUE NORD_OUEST
3 72 38 15 W 20 00 45 N LA_TORTUE NORD_OUEST
0 72 43 45 W 20 00 15 N LA_TORTUE NORD_OUEST
0 72 43 15 W 20 00 15 N LA_TORTUE NORD_OUEST
1 72 42 45 W 20 00 15 N LA_TORTUE NORD_OUEST
22 72 42 15 W 20 00 15 N LA_TORTUE NORD_OUEST
5 72 41 45 W 20 00 15 N LA_TORTUE NORD_OUEST
4 72 41 15 W 20 00 15 N LA_TORTUE NORD_OUEST
5 72 40 45 W 20 00 15 N LA_TORTUE NORD_OUEST
27 72 40 15 W 20 00 15 N LA_TORTUE NORD_OUEST
5 72 39 45 W 20 00 15 N LA_TORTUE NORD_OUEST
5 72 39 15 W 20 00 15 N LA_TORTUE NORD_OUEST
5 72 38 45 W 20 00 15 N LA_TORTUE NORD_OUEST
5 72 38 15 W 20 00 15 N LA_TORTUE NORD_OUEST
4 72 37 45 W 20 00 15 N LA_TORTUE NORD_OUEST
1 72 41 15 W 19 59 45 N LA_TORTUE NORD_OUEST
1 72 40 45 W 19 59 45 N LA_TORTUE NORD_OUEST
2 72 40 15 W 19 59 45 N LA_TORTUE NORD_OUEST
1 72 39 45 W 19 59 45 N LA_TORTUE NORD_OUEST
1 72 39 15 W 19 59 45 N LA_TORTUE NORD_OUEST
2 72 38 45 W 19 59 45 N LA_TORTUE NORD_OUEST
26 72 38 15 W 19 59 45 N LA_TORTUE NORD_OUEST
5 72 37 45 W 19 59 45 N LA_TORTUE NORD_OUEST
0 72 37 15 W 19 59 45 N LA_TORTUE NORD_OUEST
83 73 10 45 W 19 49 45 N JEAN_RABEL NORD_OUEST
40 73 10 45 W 19 49 15 N JEAN_RABEL NORD_OUEST
21 73 10 45 W 19 48 45 N JEAN_RABEL NORD_OUEST
40 73 10 15 W 19 48 45 N JEAN_RABEL NORD_OUEST
53 73 10 45 W 19 48 15 N JEAN_RABEL NORD_OUEST
40 73 10 15 W 19 48 15 N JEAN_RABEL NORD_OUEST
83 73 09 45 W 19 48 15 N JEAN_RABEL NORD_OUEST
179 73 10 45 W 19 47 45 N JEAN_RABEL NORD_OUEST
41 73 10 15 W 19 47 45 N JEAN_RABEL NORD_OUEST
55 73 09 45 W 19 47 45 N JEAN_RABEL NORD_OUEST
69 73 09 15 W 19 47 45 N JEAN_RABEL NORD_OUEST
107 73 10 15 W 19 47 15 N JEAN_RABEL NORD_OUEST
40 73 09 45 W 19 47 15 N JEAN_RABEL NORD_OUEST
17 73 09 15 W 19 47 15 N JEAN_RABEL NORD_OUEST
993 73 08 45 W 19 47 15 N JEAN_RABEL NORD_OUEST
87 73 10 15 W 19 46 45 N JEAN_RABEL NORD_OUEST
51 73 09 45 W 19 46 45 N JEAN_RABEL NORD_OUEST
60 73 09 15 W 19 46 45 N JEAN_RABEL NORD_OUEST
71 73 08 45 W 19 46 45 N JEAN_RABEL NORD_OUEST
80 73 08 15 W 19 46 45 N JEAN_RABEL NORD_OUEST
174 73 10 15 W 19 46 15 N JEAN_RABEL NORD_OUEST
992 73 09 45 W 19 46 15 N JEAN_RABEL NORD_OUEST
14 73 09 15 W 19 46 15 N JEAN_RABEL NORD_OUEST
39 73 08 45 W 19 46 15 N JEAN_RABEL NORD_OUEST
80 73 08 15 W 19 46 15 N JEAN_RABEL NORD_OUEST
374 73 07 45 W 19 46 15 N JEAN_RABEL NORD_OUEST
80 73 09 45 W 19 45 45 N JEAN_RABEL NORD_OUEST
39 73 09 15 W 19 45 45 N JEAN_RABEL NORD_OUEST
33 73 08 45 W 19 45 45 N JEAN_RABEL NORD_OUEST
67 73 08 15 W 19 45 45 N JEAN_RABEL NORD_OUEST
161 73 07 45 W 19 45 45 N JEAN_RABEL NORD_OUEST
33 73 09 15 W 19 45 15 N JEAN_RABEL NORD_OUEST
108 73 08 45 W 19 45 15 N JEAN_RABEL NORD_OUEST
108 73 08 15 W 19 45 15 N JEAN_RABEL NORD_OUEST
161 73 07 45 W 19 45 15 N JEAN_RABEL NORD_OUEST
37 73 08 45 W 19 44 45 N JEAN_RABEL NORD_OUEST
34 73 08 15 W 19 44 45 N JEAN_RABEL NORD_OUEST
83 73 07 45 W 19 44 45 N JEAN_RABEL NORD_OUEST
11 73 07 15 W 19 44 45 N JEAN_RABEL NORD_OUEST
37 73 08 15 W 19 44 15 N JEAN_RABEL NORD_OUEST
83 73 07 45 W 19 44 15 N JEAN_RABEL NORD_OUEST
15 72 22 45 W 19 40 45 N LIMBE NORD
404 72 23 15 W 19 40 15 N LIMBE NORD
56 72 22 45 W 19 40 15 N LIMBE NORD
7 72 22 15 W 19 40 15 N LIMBE NORD
90 72 25 15 W 19 39 45 N LIMBE NORD
1854 72 23 15 W 19 39 45 N LIMBE NORD
27 72 22 45 W 19 39 45 N LIMBE NORD
12 72 22 15 W 19 39 45 N LIMBE NORD
30 72 21 45 W 19 39 45 N LIMBE NORD
19 72 24 45 W 19 39 15 N LIMBE NORD
34 72 24 15 W 19 39 15 N LIMBE NORD
22 72 23 45 W 19 39 15 N LIMBE NORD
45 72 23 15 W 19 39 15 N LIMBE NORD
30 72 22 45 W 19 39 15 N LIMBE NORD
40 72 24 15 W 19 38 45 N LIMBE NORD
22 72 23 45 W 19 38 45 N LIMBE NORD
118 72 23 15 W 19 38 45 N LIMBE NORD
194 72 23 45 W 18 46 15 N CABARET OUEST
58 72 25 45 W 18 45 45 N CABARET OUEST
16 72 25 15 W 18 45 45 N CABARET OUEST
129 72 24 45 W 18 45 45 N CABARET OUEST
1073 72 24 15 W 18 45 45 N CABARET OUEST
78 72 23 45 W 18 45 45 N CABARET OUEST
49 72 23 15 W 18 45 45 N CABARET OUEST
97 72 22 45 W 18 45 45 N CABARET OUEST
78 72 22 15 W 18 45 45 N CABARET OUEST
49 72 21 45 W 18 45 45 N CABARET OUEST
272 72 26 15 W 18 45 15 N CABARET OUEST
78 72 25 45 W 18 45 15 N CABARET OUEST
68 72 25 15 W 18 45 15 N CABARET OUEST
81 72 24 45 W 18 45 15 N CABARET OUEST
157 72 24 15 W 18 45 15 N CABARET OUEST
102 72 23 45 W 18 45 15 N CABARET OUEST
97 72 23 15 W 18 45 15 N CABARET OUEST
97 72 22 45 W 18 45 15 N CABARET OUEST
37 72 22 15 W 18 45 15 N CABARET OUEST
40 72 21 45 W 18 45 15 N CABARET OUEST
29 72 21 15 W 18 45 15 N CABARET OUEST
194 72 26 15 W 18 44 45 N CABARET OUEST
324 72 25 45 W 18 44 45 N CABARET OUEST
204 72 25 15 W 18 44 45 N CABARET OUEST
214 72 24 45 W 18 44 45 N CABARET OUEST
686 72 24 15 W 18 44 45 N CABARET OUEST
26 72 23 45 W 18 44 45 N CABARET OUEST
49 72 23 15 W 18 44 45 N CABARET OUEST
97 72 22 45 W 18 44 45 N CABARET OUEST
32 72 22 15 W 18 44 45 N CABARET OUEST
60 72 26 45 W 18 44 15 N CABARET OUEST
359 72 26 15 W 18 44 15 N CABARET OUEST
146 72 25 45 W 18 44 15 N CABARET OUEST
6233 72 25 15 W 18 44 15 N CABARET OUEST
4108 72 24 45 W 18 44 15 N CABARET OUEST
736 72 24 15 W 18 44 15 N CABARET OUEST
16 72 23 15 W 18 44 15 N CABARET OUEST
43 72 26 45 W 18 43 45 N CABARET OUEST
131 72 26 15 W 18 43 45 N CABARET OUEST
362 72 25 45 W 18 43 45 N CABARET OUEST
2912 72 25 15 W 18 43 45 N CABARET OUEST
44 72 24 45 W 18 43 45 N CABARET OUEST
134 72 24 15 W 18 43 45 N CABARET OUEST
599 72 26 45 W 18 43 15 N CABARET OUEST
260 72 26 15 W 18 43 15 N CABARET OUEST
241 72 25 45 W 18 43 15 N CABARET OUEST
196 72 25 15 W 18 43 15 N CABARET OUEST
49 72 24 45 W 18 43 15 N CABARET OUEST
16 72 24 15 W 18 43 15 N CABARET OUEST
12 72 25 45 W 18 42 45 N CABARET OUEST
5 72 25 15 W 18 42 45 N CABARET OUEST
6 72 24 45 W 18 42 45 N CABARET OUEST
27 72 24 15 W 18 42 45 N CABARET OUEST
30 72 09 15 W 19 39 45 N LIMONADE NORD
237 72 08 45 W 19 39 45 N LIMONADE NORD
92 72 08 15 W 19 39 45 N LIMONADE NORD
73 72 07 45 W 19 39 45 N LIMONADE NORD
475 72 09 15 W 19 39 15 N LIMONADE NORD
1153 72 08 45 W 19 39 15 N LIMONADE NORD
461 72 08 15 W 19 39 15 N LIMONADE NORD
53 72 07 45 W 19 39 15 N LIMONADE NORD
421 72 09 45 W 19 38 45 N LIMONADE NORD
368 72 09 15 W 19 38 45 N LIMONADE NORD
53 72 08 45 W 19 38 45 N LIMONADE NORD
44 72 08 15 W 19 38 45 N LIMONADE NORD
98 72 07 45 W 19 38 45 N LIMONADE NORD
118 72 10 15 W 19 38 15 N LIMONADE NORD
1 72 09 45 W 19 38 15 N LIMONADE NORD
105 72 09 15 W 19 38 15 N LIMONADE NORD
646 72 08 45 W 19 38 15 N LIMONADE NORD
161 72 08 15 W 19 38 15 N LIMONADE NORD
158 72 07 45 W 19 38 15 N LIMONADE NORD
40 72 07 15 W 19 38 15 N LIMONADE NORD
27 72 09 45 W 19 37 45 N LIMONADE NORD
35 72 09 15 W 19 37 45 N LIMONADE NORD
35 72 08 45 W 19 37 45 N LIMONADE NORD
316 72 08 15 W 19 37 45 N LIMONADE NORD
105 72 07 45 W 19 37 45 N LIMONADE NORD
40 72 07 15 W 19 37 45 N LIMONADE NORD
40 72 06 45 W 19 37 45 N LIMONADE NORD
57 72 09 45 W 19 37 15 N LIMONADE NORD
40 72 09 15 W 19 37 15 N LIMONADE NORD
210 72 08 45 W 19 37 15 N LIMONADE NORD
238 72 08 15 W 19 37 15 N LIMONADE NORD
99 72 07 45 W 19 37 15 N LIMONADE NORD
66 72 07 15 W 19 37 15 N LIMONADE NORD
184 72 06 45 W 19 37 15 N LIMONADE NORD
13 72 09 15 W 19 36 45 N LIMONADE NORD
10 72 08 45 W 19 36 45 N LIMONADE NORD
96 72 08 15 W 19 36 45 N LIMONADE NORD
740 72 07 45 W 19 36 45 N LIMONADE NORD
26 72 07 15 W 19 36 45 N LIMONADE NORD
6 72 06 45 W 19 36 45 N LIMONADE NORD
0 72 08 45 W 19 36 15 N LIMONADE NORD
10 72 08 15 W 19 36 15 N LIMONADE NORD
20 72 07 45 W 19 36 15 N LIMONADE NORD
2 72 07 15 W 19 36 15 N LIMONADE NORD
14 72 06 45 W 19 36 15 N LIMONADE NORD
21 72 07 45 W 19 35 45 N LIMONADE NORD
26 72 07 15 W 19 35 45 N LIMONADE NORD
979 72 06 45 W 19 35 45 N LIMONADE NORD
14 71 54 45 W 19 29 45 N FORT_LIBERTE NORD_EST
3 71 54 15 W 19 29 45 N FORT_LIBERTE NORD_EST
1 71 53 45 W 19 29 45 N FORT_LIBERTE NORD_EST
9 71 53 15 W 19 29 45 N FORT_LIBERTE NORD_EST
5 71 55 45 W 19 29 15 N FORT_LIBERTE NORD_EST
4 71 55 15 W 19 29 15 N FORT_LIBERTE NORD_EST
96 71 54 45 W 19 29 15 N FORT_LIBERTE NORD_EST
2 71 54 15 W 19 29 15 N FORT_LIBERTE NORD_EST
12 71 53 45 W 19 29 15 N FORT_LIBERTE NORD_EST
2 71 53 15 W 19 29 15 N FORT_LIBERTE NORD_EST
21 71 56 15 W 19 28 45 N FORT_LIBERTE NORD_EST
5 71 55 45 W 19 28 45 N FORT_LIBERTE NORD_EST
0 71 55 15 W 19 28 45 N FORT_LIBERTE NORD_EST
11 71 54 45 W 19 28 45 N FORT_LIBERTE NORD_EST
9 71 54 15 W 19 28 45 N FORT_LIBERTE NORD_EST
1 71 53 45 W 19 28 45 N FORT_LIBERTE NORD_EST
2 71 53 15 W 19 28 45 N FORT_LIBERTE NORD_EST
26 71 55 15 W 19 28 15 N FORT_LIBERTE NORD_EST
4 71 54 45 W 19 28 15 N FORT_LIBERTE NORD_EST
0 71 54 15 W 19 28 15 N FORT_LIBERTE NORD_EST
0 71 53 45 W 19 28 15 N FORT_LIBERTE NORD_EST
1 71 53 15 W 19 28 15 N FORT_LIBERTE NORD_EST
26 71 54 45 W 19 27 45 N FORT_LIBERTE NORD_EST
1 71 54 15 W 19 27 45 N FORT_LIBERTE NORD_EST
1 71 53 45 W 19 27 45 N FORT_LIBERTE NORD_EST
15 73 08 15 W 19 43 45 N BAIE_DE_HENNE NORD_OUEST
127 73 08 45 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
60 73 08 15 W 19 43 15 N BAIE_DE_HENNE NORD_OUEST
30 73 08 45 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
105 73 08 15 W 19 42 45 N BAIE_DE_HENNE NORD_OUEST
90 73 10 45 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
58 73 10 15 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
44 73 09 45 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
90 73 09 15 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
149 73 08 45 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
90 73 08 15 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
60 73 07 45 W 19 42 15 N BAIE_DE_HENNE NORD_OUEST
119 73 10 45 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
75 73 10 15 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
44 73 09 45 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
37 73 09 15 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
45 73 08 45 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
42 73 08 15 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
17 73 07 45 W 19 41 45 N BAIE_DE_HENNE NORD_OUEST
10 73 11 15 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
90 73 10 45 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
12 73 10 15 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
119 73 09 45 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
60 73 09 15 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
60 73 08 45 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
10 73 08 15 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
50 73 07 45 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
25 73 07 15 W 19 41 15 N BAIE_DE_HENNE NORD_OUEST
17 73 11 45 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
42 73 11 15 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
19 73 10 45 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
75 73 10 15 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
119 73 09 45 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
90 73 09 15 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
15 73 08 45 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
60 73 08 15 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
10 73 07 45 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
20 73 07 15 W 19 40 45 N BAIE_DE_HENNE NORD_OUEST
15 73 12 15 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
75 73 11 45 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
60 73 11 15 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
172 73 10 45 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
75 73 10 15 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
63 73 09 45 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
30 73 09 15 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
10 73 08 45 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
10 73 08 15 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
5 73 07 45 W 19 40 15 N BAIE_DE_HENNE NORD_OUEST
159 73 12 15 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
45 73 11 45 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
37 73 11 15 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
45 73 10 45 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
60 73 10 15 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
75 73 09 45 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
45 73 09 15 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
37 73 08 45 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
90 73 08 15 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
60 73 07 45 W 19 39 45 N BAIE_DE_HENNE NORD_OUEST
0 73 12 15 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
5 73 11 45 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
30 73 11 15 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
30 73 10 45 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
60 73 10 15 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
75 73 09 45 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
56 73 09 15 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
45 73 08 45 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
10 73 08 15 W 19 39 15 N BAIE_DE_HENNE NORD_OUEST
0 73 11 45 W 19 38 45 N BAIE_DE_HENNE NORD_OUEST
31 73 11 15 W 19 38 45 N BAIE_DE_HENNE NORD_OUEST
60 73 10 45 W 19 38 45 N BAIE_DE_HENNE NORD_OUEST
37 73 10 15 W 19 38 45 N BAIE_DE_HENNE NORD_OUEST
37 73 09 45 W 19 38 45 N BAIE_DE_HENNE NORD_OUEST
63 73 09 15 W 19 38 45 N BAIE_DE_HENNE NORD_OUEST
52 73 08 45 W 19 38 45 N BAIE_DE_HENNE NORD_OUEST
60 73 08 15 W 19 38 45 N BAIE_DE_HENNE NORD_OUEST
74 73 10 45 W 19 38 15 N BAIE_DE_HENNE NORD_OUEST
12 73 10 15 W 19 38 15 N BAIE_DE_HENNE NORD_OUEST
30 73 09 45 W 19 38 15 N BAIE_DE_HENNE NORD_OUEST
37 73 09 15 W 19 38 15 N BAIE_DE_HENNE NORD_OUEST
105 73 08 45 W 19 38 15 N BAIE_DE_HENNE NORD_OUEST
75 73 08 15 W 19 38 15 N BAIE_DE_HENNE NORD_OUEST
1 73 09 45 W 19 37 45 N BAIE_DE_HENNE NORD_OUEST
1764 73 09 15 W 19 37 45 N BAIE_DE_HENNE NORD_OUEST
13 73 08 45 W 19 37 45 N BAIE_DE_HENNE NORD_OUEST
20 73 08 15 W 19 37 45 N BAIE_DE_HENNE NORD_OUEST
363 73 07 45 W 19 37 45 N BAIE_DE_HENNE NORD_OUEST
0 73 07 15 W 19 37 45 N BAIE_DE_HENNE NORD_OUEST
0 73 08 15 W 19 37 15 N BAIE_DE_HENNE NORD_OUEST
0 73 07 45 W 19 37 15 N BAIE_DE_HENNE NORD_OUEST
15 72 16 45 W 18 39 15 N CROIX-DES-BOUQUES OUEST
30 72 15 45 W 18 39 15 N CROIX-DES-BOUQUES OUEST
20 72 15 15 W 18 39 15 N CROIX-DES-BOUQUES OUEST
79 72 13 45 W 18 39 15 N CROIX-DES-BOUQUES OUEST
17 72 13 15 W 18 39 15 N CROIX-DES-BOUQUES OUEST
13 72 12 45 W 18 39 15 N CROIX-DES-BOUQUES OUEST
704 72 16 15 W 18 38 45 N CROIX-DES-BOUQUES OUEST
1311 72 15 45 W 18 38 45 N CROIX-DES-BOUQUES OUEST
253 72 15 15 W 18 38 45 N CROIX-DES-BOUQUES OUEST
111 72 14 45 W 18 38 45 N CROIX-DES-BOUQUES OUEST
64 72 14 15 W 18 38 45 N CROIX-DES-BOUQUES OUEST
64 72 13 45 W 18 38 45 N CROIX-DES-BOUQUES OUEST
10 72 13 15 W 18 38 45 N CROIX-DES-BOUQUES OUEST
17 72 12 45 W 18 38 45 N CROIX-DES-BOUQUES OUEST
23 72 12 15 W 18 38 45 N CROIX-DES-BOUQUES OUEST
854 72 15 45 W 18 38 15 N CROIX-DES-BOUQUES OUEST
591 72 15 15 W 18 38 15 N CROIX-DES-BOUQUES OUEST
317 72 14 45 W 18 38 15 N CROIX-DES-BOUQUES OUEST
95 72 14 15 W 18 38 15 N CROIX-DES-BOUQUES OUEST
57 72 13 45 W 18 38 15 N CROIX-DES-BOUQUES OUEST
15 72 13 15 W 18 38 15 N CROIX-DES-BOUQUES OUEST
21 72 12 45 W 18 38 15 N CROIX-DES-BOUQUES OUEST
3798 72 15 45 W 18 37 45 N CROIX-DES-BOUQUES OUEST
1125 72 15 15 W 18 37 45 N CROIX-DES-BOUQUES OUEST
197 72 14 45 W 18 37 45 N CROIX-DES-BOUQUES OUEST
253 72 14 15 W 18 37 45 N CROIX-DES-BOUQUES OUEST
1365 72 13 45 W 18 37 45 N CROIX-DES-BOUQUES OUEST
112 72 13 15 W 18 37 45 N CROIX-DES-BOUQUES OUEST
169 72 12 45 W 18 37 45 N CROIX-DES-BOUQUES OUEST
5068 72 16 15 W 18 37 15 N CROIX-DES-BOUQUES OUEST
845 72 15 45 W 18 37 15 N CROIX-DES-BOUQUES OUEST
6891 72 15 15 W 18 37 15 N CROIX-DES-BOUQUES OUEST
1519 72 14 45 W 18 37 15 N CROIX-DES-BOUQUES OUEST
394 72 14 15 W 18 37 15 N CROIX-DES-BOUQUES OUEST
282 72 13 45 W 18 37 15 N CROIX-DES-BOUQUES OUEST
253 72 13 15 W 18 37 15 N CROIX-DES-BOUQUES OUEST
